Iteration	Y	var_1	var_2
1.0	4.303120923783692	0.01274029263233657	0.7377750628489246
2.0	0.8961248104707167	0.031017633477570652	0.6110960004034347
3.0	1.200083522624257	0.029243042065749035	0.5870131069695943
4.0	3.7829640543162735	0.005862863434188792	0.5591315723113006
5.0	7.040983224128675	0.024688258267119168	0.4699046236177813
6.0	3.087815251291176	0.022223657915366745	0.6875588084246793
7.0	1.43381458462969	0.008128204757133783	0.4744468819628629
8.0	4.279039660198752	0.01112066661876482	0.7067578107663016
9.0	6.729582464746647	0.03141203646280724	0.4991287555920958
10.0	8.054882636018116	0.02307994000177009	0.450842472406489
11.0	4.508171736827563	0.010882163125504276	0.7517739416689018
12.0	3.7255503623369677	0.016912938502752363	0.7025798628942737
13.0	3.276997506382472	0.020974301416136893	0.49286707133077223
14.0	5.114510909717101	0.0018080990198946823	0.7814149797677229
15.0	1.6152964448384715	0.02284023164475941	0.5414169329434775
16.0	4.438787203020156	0.004071593957689244	0.5862035656105054
17.0	1.1943018533050742	0.015353658655765457	0.502105813781325
18.0	0.8897308720722257	0.029692778087138546	0.6120317741259323
19.0	2.473484544573796	0.005823957918020905	0.36724508358062324
20.0	4.858487607799304	0.006089969550581423	0.7626923785962307
21.0	1.086202654272019	0.015404275454716863	0.5061355491974142
22.0	23.704355405897317	0.022008505989507963	0.36176892940404354
23.0	1.2173322056923896	0.010952758489890932	0.46446834449783314
24.0	5.224227103276687	0.0002240717002932541	0.5123808607102642
25.0	3.5839491529701752	0.023759199406385774	0.7441981430029408
26.0	4.0799260859542335	0.017773308076149158	0.7556638757783232
27.0	16.31266273165209	0.011820965074648833	0.3306577368194664
28.0	3.521738663780333	0.03062232271170987	0.7805016079233833
29.0	6.565463423772427	0.0069558341522051575	0.33746897520211505
30.0	3.898895771161104	0.024422800433361733	0.7800478285233446
31.0	4.545586077448949	0.011383484444130986	0.7605421997254402
32.0	4.37065499101672	0.02197450260408614	0.4836775673096309
33.0	3.9650555596472215	0.015695049725284932	0.7206031281937447
34.0	0.9243164002277856	0.012046377341154752	0.4849449317401969
35.0	4.742147775211891	0.004618551208470623	0.6889161948699992
36.0	2.627964665988223	0.019005691313497886	0.4927765215558372
37.0	3.39869650356074	0.028239811676502465	0.5266692683412295
38.0	4.752565146040221	0.020159473257212287	0.46812400287969497
39.0	5.864187942226335	0.025163681009519708	0.4820496062159305
40.0	4.499343547261501	0.0039691507787206655	0.5970562941288409
41.0	9.617315859563053	0.018260248253408967	0.41107483570442704
42.0	3.238436367525918	0.027469513470657708	0.7315527529566075
43.0	17.060745257820457	0.026501923176174554	0.4114464645617192
44.0	4.77258744817157	0.004369208048265492	0.6645210845925297
45.0	4.91890846830247	0.0020797291965264177	0.6210918413392783
46.0	3.2168003704645107	0.0033658924228780313	0.4336479958970928
47.0	7.975292331250327	0.030450471659669142	0.4826571393407608
48.0	1.5509916275821478	0.020976456016363564	0.6018644738102643
49.0	5.014334313308937	0.0033832969819933205	0.7398418294673137
50.0	40.80460701970169	0.025029439596360472	0.32912349517708106
